Ingredient code,Ingredient despcription,Nutrient code,Nutrient description ,Nutrient value
25037,"Snacks, pita chips, salted",646,"Fatty acids, total polyunsaturated",2.13
25038,"Snacks, granola bars, soft, almond, confectioners coating",204,Total Fat,20
25038,"Snacks, granola bars, soft, almond, confectioners coating",601,Cholesterol,0
25038,"Snacks, granola bars, soft, almond, confectioners coating",606,"Fatty acids, total saturated",5.668
25038,"Snacks, granola bars, soft, almond, confectioners coating",645,"Fatty acids, total monounsaturated",9.491
25038,"Snacks, granola bars, soft, almond, confectioners coating",646,"Fatty acids, total polyunsaturated",3.643
25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",204,Total Fat,6.67
25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",601,Cholesterol,36
25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",606,"Fatty acids, total saturated",1.299
25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",645,"Fatty acids, total monounsaturated",1.531
25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",646,"Fatty acids, total polyunsaturated",2.559
25040,"Snacks, vegetable chips, made from garden vegetables",204,Total Fat,23.3
25040,"Snacks, vegetable chips, made from garden vegetables",601,Cholesterol,0
25040,"Snacks, vegetable chips, made from garden vegetables",606,"Fatty acids, total saturated",1.762
25040,"Snacks, vegetable chips, made from garden vegetables",645,"Fatty acids, total monounsaturated",14.566
25040,"Snacks, vegetable chips, made from garden vegetables",646,"Fatty acids, total polyunsaturated",6.602
25045,"Formulated bar, high fiber, chewy, oats and chocolate",204,Total Fat,10
25045,"Formulated bar, high fiber, chewy, oats and chocolate",601,Cholesterol,0
25045,"Formulated bar, high fiber, chewy, oats and chocolate",606,"Fatty acids, total saturated",3.397
25045,"Formulated bar, high fiber, chewy, oats and chocolate",645,"Fatty acids, total monounsaturated",3.522
25045,"Formulated bar, high fiber, chewy, oats and chocolate",646,"Fatty acids, total polyunsaturated",2.334
25046,"Snacks, bagel chips, plain",204,Total Fat,15.14
25046,"Snacks, bagel chips, plain",601,Cholesterol,0
25046,"Snacks, bagel chips, plain",606,"Fatty acids, total saturated",6.835
25046,"Snacks, bagel chips, plain",645,"Fatty acids, total monounsaturated",6.05
25046,"Snacks, bagel chips, plain",646,"Fatty acids, total polyunsaturated",2.085
25048,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",204,Total Fat,10.93
25048,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",601,Cholesterol,0
25048,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",606,"Fatty acids, total saturated",1.93
25048,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",645,"Fatty acids, total monounsaturated",5.705
25048,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",646,"Fatty acids, total polyunsaturated",2.581
25051,"Snacks, CLIF BAR, mixed flavors",204,Total Fat,5.88
25051,"Snacks, CLIF BAR, mixed flavors",601,Cholesterol,0
25051,"Snacks, CLIF BAR, mixed flavors",606,"Fatty acids, total saturated",1.471
25051,"Snacks, CLIF BAR, mixed flavors",645,"Fatty acids, total monounsaturated",1.093
25051,"Snacks, CLIF BAR, mixed flavors",646,"Fatty acids, total polyunsaturated",2.182
25052,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",204,Total Fat,8.33
25052,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",601,Cholesterol,0
25052,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",606,"Fatty acids, total saturated",2.083
25052,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",645,"Fatty acids, total monounsaturated",2.945
25052,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",646,"Fatty acids, total polyunsaturated",1.929
25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",204,Total Fat,22.86
25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",601,Cholesterol,0
25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",606,"Fatty acids, total saturated",6.857
25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",645,"Fatty acids, total monounsaturated",9.083
25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",646,"Fatty acids, total polyunsaturated",5.141
25054,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",204,Total Fat,11.43
25054,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",601,Cholesterol,0
25054,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",606,"Fatty acids, total saturated",1.372
25054,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",645,"Fatty acids, total monounsaturated",6.372
25054,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",646,"Fatty acids, total polyunsaturated",3.476
25055,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",204,Total Fat,11.43
25055,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",601,Cholesterol,0
25055,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",606,"Fatty acids, total saturated",1.435
25055,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",645,"Fatty acids, total monounsaturated",4.585
25055,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",646,"Fatty acids, total polyunsaturated",4.028
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",204,Total Fat,20.42
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",601,Cholesterol,0
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",606,"Fatty acids, total saturated",8.693
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",645,"Fatty acids, total monounsaturated",3.499
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",646,"Fatty acids, total polyunsaturated",7.051
25059,"Snacks, brown rice chips",204,Total Fat,2.8
25059,"Snacks, brown rice chips",601,Cholesterol,0
25059,"Snacks, brown rice chips",606,"Fatty acids, total saturated",0.642
25059,"Snacks, brown rice chips",645,"Fatty acids, total monounsaturated",1.03
25059,"Snacks, brown rice chips",646,"Fatty acids, total polyunsaturated",0.98
25060,"Snack, Pretzel, hard chocolate coated",204,Total Fat,17.64
25060,"Snack, Pretzel, hard chocolate coated",601,Cholesterol,0
25060,"Snack, Pretzel, hard chocolate coated",606,"Fatty acids, total saturated",8.611
25060,"Snack, Pretzel, hard chocolate coated",645,"Fatty acids, total monounsaturated",3.293
25060,"Snack, Pretzel, hard chocolate coated",646,"Fatty acids, total polyunsaturated",2.82
25063,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",204,Total Fat,24.74
25063,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",601,Cholesterol,0
25063,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",606,"Fatty acids, total saturated",6.307
25063,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",645,"Fatty acids, total monounsaturated",4.285
25063,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",646,"Fatty acids, total polyunsaturated",10.614
25064,"Snacks, potato chips, lightly salted",204,Total Fat,35.39
25064,"Snacks, potato chips, lightly salted",601,Cholesterol,0
25064,"Snacks, potato chips, lightly salted",606,"Fatty acids, total saturated",5.49
25064,"Snacks, potato chips, lightly salted",645,"Fatty acids, total monounsaturated",14.938
25064,"Snacks, potato chips, lightly salted",646,"Fatty acids, total polyunsaturated",12.416
25065,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",204,Total Fat,6.67
25065,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",601,Cholesterol,0
25065,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",606,"Fatty acids, total saturated",3.307
25065,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",645,"Fatty acids, total monounsaturated",2.406
25065,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",646,"Fatty acids, total polyunsaturated",0.63
25066,"Snacks, peas, roasted, wasabi-flavored",204,Total Fat,14.11
25066,"Snacks, peas, roasted, wasabi-flavored",601,Cholesterol,0
25066,"Snacks, peas, roasted, wasabi-flavored",606,"Fatty acids, total saturated",5.29
25066,"Snacks, peas, roasted, wasabi-flavored",645,"Fatty acids, total monounsaturated",5.792
25066,"Snacks, peas, roasted, wasabi-flavored",646,"Fatty acids, total polyunsaturated",1.951
25067,"Formulated Bar, SOUTH BEACH protein bar",204,Total Fat,15.17
25067,"Formulated Bar, SOUTH BEACH protein bar",601,Cholesterol,3
25067,"Formulated Bar, SOUTH BEACH protein bar",606,"Fatty acids, total saturated",3.384
25067,"Formulated Bar, SOUTH BEACH protein bar",645,"Fatty acids, total monounsaturated",4.29
25067,"Formulated Bar, SOUTH BEACH protein bar",646,"Fatty acids, total polyunsaturated",5.326
25068,"Snack, BALANCE, original bar",204,Total Fat,12
25068,"Snack, BALANCE, original bar",601,Cholesterol,1
25068,"Snack, BALANCE, original bar",606,"Fatty acids, total saturated",1.149
25068,"Snack, BALANCE, original bar",645,"Fatty acids, total monounsaturated",8.115
25068,"Snack, BALANCE, original bar",646,"Fatty acids, total polyunsaturated",1.969
25070,"Snacks, shrimp cracker",204,Total Fat,17.86
25070,"Snacks, shrimp cracker",601,Cholesterol,2
25070,"Snacks, shrimp cracker",606,"Fatty acids, total saturated",5.357
25070,"Snacks, shrimp cracker",645,"Fatty acids, total monounsaturated",7.997
25070,"Snacks, shrimp cracker",646,"Fatty acids, total polyunsaturated",3.971
25071,Rice crackers,204,Total Fat,5
25071,Rice crackers,601,Cholesterol,0
25071,Rice crackers,606,"Fatty acids, total saturated",0
25071,Rice crackers,645,"Fatty acids, total monounsaturated",3.021
25071,Rice crackers,646,"Fatty acids, total polyunsaturated",1.641
27000,"Soup, egg drop, Chinese restaurant",204,Total Fat,0.61
27000,"Soup, egg drop, Chinese restaurant",601,Cholesterol,23
27000,"Soup, egg drop, Chinese restaurant",606,"Fatty acids, total saturated",0.166
27000,"Soup, egg drop, Chinese restaurant",645,"Fatty acids, total monounsaturated",0.191
27000,"Soup, egg drop, Chinese restaurant",646,"Fatty acids, total polyunsaturated",0.129
27001,"Soup, hot and sour, Chinese restaurant",204,Total Fat,1.21
27001,"Soup, hot and sour, Chinese restaurant",601,Cholesterol,21
27001,"Soup, hot and sour, Chinese restaurant",606,"Fatty acids, total saturated",0.229
27001,"Soup, hot and sour, Chinese restaurant",645,"Fatty acids, total monounsaturated",0.288
27001,"Soup, hot and sour, Chinese restaurant",646,"Fatty acids, total polyunsaturated",0.311
27002,"Soup, wonton, Chinese restaurant",204,Total Fat,0.26
27002,"Soup, wonton, Chinese restaurant",601,Cholesterol,4
27002,"Soup, wonton, Chinese restaurant",606,"Fatty acids, total saturated",0.062
27002,"Soup, wonton, Chinese restaurant",645,"Fatty acids, total monounsaturated",0.077
27002,"Soup, wonton, Chinese restaurant",646,"Fatty acids, total polyunsaturated",0.071
27035,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",204,Total Fat,2.5
27035,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",601,Cholesterol,0
27035,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",606,"Fatty acids, total saturated",0
27035,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",645,"Fatty acids, total monounsaturated",0.685
27035,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",646,"Fatty acids, total polyunsaturated",1.438
27043,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",204,Total Fat,4.23
27043,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",601,Cholesterol,3
27043,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",606,"Fatty acids, total saturated",0.701
27043,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",645,"Fatty acids, total monounsaturated",0.908
27043,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",646,"Fatty acids, total polyunsaturated",1.997
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",204,Total Fat,1.34
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",601,Cholesterol,4
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",606,"Fatty acids, total saturated",0.394
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",645,"Fatty acids, total monounsaturated",0.594
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",646,"Fatty acids, total polyunsaturated",0.325
27046,"Sauce, duck, ready-to-serve",204,Total Fat,0.13
27046,"Sauce, duck, ready-to-serve",601,Cholesterol,0
27046,"Sauce, duck, ready-to-serve",606,"Fatty acids, total saturated",0.051
27046,"Sauce, duck, ready-to-serve",645,"Fatty acids, total monounsaturated",0.018
27046,"Sauce, duck, ready-to-serve",646,"Fatty acids, total polyunsaturated",0.027
27047,"Sauce, salsa, verde, ready-to-serve",204,Total Fat,0.89
27047,"Sauce, salsa, verde, ready-to-serve",601,Cholesterol,0
27047,"Sauce, salsa, verde, ready-to-serve",606,"Fatty acids, total saturated",0
27047,"Sauce, salsa, verde, ready-to-serve",645,"Fatty acids, total monounsaturated",0
27047,"Sauce, salsa, verde, ready-to-serve",646,"Fatty acids, total polyunsaturated",0
27048,"Sauce, steak, tomato based",204,Total Fat,0.23
27048,"Sauce, steak, tomato based",601,Cholesterol,0
27048,"Sauce, steak, tomato based",606,"Fatty acids, total saturated",0
27048,"Sauce, steak, tomato based",645,"Fatty acids, total monounsaturated",0
27048,"Sauce, steak, tomato based",646,"Fatty acids, total polyunsaturated",0
27049,"Sauce, tartar, ready-to-serve",204,Total Fat,16.7
27049,"Sauce, tartar, ready-to-serve",601,Cholesterol,7
27049,"Sauce, tartar, ready-to-serve",606,"Fatty acids, total saturated",3.333
27049,"Sauce, tartar, ready-to-serve",645,"Fatty acids, total monounsaturated",3.605
27049,"Sauce, tartar, ready-to-serve",646,"Fatty acids, total polyunsaturated",9.044
27050,"Sauce, sweet and sour, ready-to-serve",204,Total Fat,0.02
27050,"Sauce, sweet and sour, ready-to-serve",601,Cholesterol,0
27050,"Sauce, sweet and sour, ready-to-serve",606,"Fatty acids, total saturated",0
27050,"Sauce, sweet and sour, ready-to-serve",645,"Fatty acids, total monounsaturated",0
27050,"Sauce, sweet and sour, ready-to-serve",646,"Fatty acids, total polyunsaturated",0
27051,"Sauce, cocktail, ready-to-serve",204,Total Fat,1.05
27051,"Sauce, cocktail, ready-to-serve",601,Cholesterol,0
27051,"Sauce, cocktail, ready-to-serve",606,"Fatty acids, total saturated",0
27051,"Sauce, cocktail, ready-to-serve",645,"Fatty acids, total monounsaturated",0
27051,"Sauce, cocktail, ready-to-serve",646,"Fatty acids, total polyunsaturated",0
27052,"Dip, salsa con queso, cheese and salsa- medium",204,Total Fat,9.51
27052,"Dip, salsa con queso, cheese and salsa- medium",601,Cholesterol,9
27052,"Dip, salsa con queso, cheese and salsa- medium",606,"Fatty acids, total saturated",2.491
27052,"Dip, salsa con queso, cheese and salsa- medium",645,"Fatty acids, total monounsaturated",2.762
27052,"Dip, salsa con queso, cheese and salsa- medium",646,"Fatty acids, total polyunsaturated",3.643
27059,"Sauce, peanut, made from peanut butter, water, soy sauce",204,Total Fat,16.02
27059,"Sauce, peanut, made from peanut butter, water, soy sauce",601,Cholesterol,0
27059,"Sauce, peanut, made from peanut butter, water, soy sauce",606,"Fatty acids, total saturated",2.907
27059,"Sauce, peanut, made from peanut butter, water, soy sauce",645,"Fatty acids, total monounsaturated",6.986
27059,"Sauce, peanut, made from peanut butter, water, soy sauce",646,"Fatty acids, total polyunsaturated",4.786
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",204,Total Fat,0.51
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",601,Cholesterol,1
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",606,"Fatty acids, total saturated",0.217
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",645,"Fatty acids, total monounsaturated",0.111
27060,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",646,"Fatty acids, total polyunsaturated",0.097
27062,"Soup, beef barley, ready to serve",204,Total Fat,0.96
27062,"Soup, beef barley, ready to serve",601,Cholesterol,4
27062,"Soup, beef barley, ready to serve",606,"Fatty acids, total saturated",0.329
27062,"Soup, beef barley, ready to serve",645,"Fatty acids, total monounsaturated",0.349
27062,"Soup, beef barley, ready to serve",646,"Fatty acids, total polyunsaturated",0.232
27063,"Sauce, enchilada, red, mild, ready to serve",204,Total Fat,0.91
27063,"Sauce, enchilada, red, mild, ready to serve",601,Cholesterol,0
27063,"Sauce, enchilada, red, mild, ready to serve",606,"Fatty acids, total saturated",0.111
27063,"Sauce, enchilada, red, mild, ready to serve",645,"Fatty acids, total monounsaturated",0.068
27063,"Sauce, enchilada, red, mild, ready to serve",646,"Fatty acids, total polyunsaturated",0.276
27064,Wasabi,204,Total Fat,10.9
27064,Wasabi,601,Cholesterol,0
27064,Wasabi,606,"Fatty acids, total saturated",2.031
27064,Wasabi,645,"Fatty acids, total monounsaturated",4.41
27064,Wasabi,646,"Fatty acids, total polyunsaturated",3.627
27065,"Dip, bean, original flavor",204,Total Fat,3.7
27065,"Dip, bean, original flavor",601,Cholesterol,0
27065,"Dip, bean, original flavor",606,"Fatty acids, total saturated",0.529
27065,"Dip, bean, original flavor",645,"Fatty acids, total monounsaturated",0.859
27065,"Dip, bean, original flavor",646,"Fatty acids, total polyunsaturated",1.957
27066,"Sauce, horseradish",204,Total Fat,50.89
27066,"Sauce, horseradish",601,Cholesterol,50
27066,"Sauce, horseradish",606,"Fatty acids, total saturated",8.233
27066,"Sauce, horseradish",645,"Fatty acids, total monounsaturated",13.087
27066,"Sauce, horseradish",646,"Fatty acids, total polyunsaturated",29.169
28285,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",204,Total Fat,9.2
28285,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",601,Cholesterol,0
28285,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",606,"Fatty acids, total saturated",3.311
28285,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",645,"Fatty acids, total monounsaturated",2.091
28285,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",646,"Fatty acids, total polyunsaturated",0.761
28286,"Bread, paratha, whole wheat, commercially prepared, frozen",204,Total Fat,13.2
28286,"Bread, paratha, whole wheat, commercially prepared, frozen",601,Cholesterol,1
28286,"Bread, paratha, whole wheat, commercially prepared, frozen",606,"Fatty acids, total saturated",5.826
28286,"Bread, paratha, whole wheat, commercially prepared, frozen",645,"Fatty acids, total monounsaturated",3.837
28286,"Bread, paratha, whole wheat, commercially prepared, frozen",646,"Fatty acids, total polyunsaturated",2.484
28287,"Bread, naan, whole wheat, commercially prepared, refrigerated",204,Total Fat,6.7
28287,"Bread, naan, whole wheat, commercially prepared, refrigerated",601,Cholesterol,1
28287,"Bread, naan, whole wheat, commercially prepared, refrigerated",606,"Fatty acids, total saturated",2.907
28287,"Bread, naan, whole wheat, commercially prepared, refrigerated",645,"Fatty acids, total monounsaturated",1.946
28287,"Bread, naan, whole wheat, commercially prepared, refrigerated",646,"Fatty acids, total polyunsaturated",1.258
28288,"Bread, roll, Mexican, bollilo",204,Total Fat,5.8
28288,"Bread, roll, Mexican, bollilo",601,Cholesterol,1
28288,"Bread, roll, Mexican, bollilo",606,"Fatty acids, total saturated",1.401
28288,"Bread, roll, Mexican, bollilo",645,"Fatty acids, total monounsaturated",2.658
28288,"Bread, roll, Mexican, bollilo",646,"Fatty acids, total polyunsaturated",1.022
28289,"Cookie, vanilla with caramel, coconut, and chocolate coating",204,Total Fat,25.8
28289,"Cookie, vanilla with caramel, coconut, and chocolate coating",601,Cholesterol,2
28289,"Cookie, vanilla with caramel, coconut, and chocolate coating",606,"Fatty acids, total saturated",17.7
28289,"Cookie, vanilla with caramel, coconut, and chocolate coating",645,"Fatty acids, total monounsaturated",2.8
28289,"Cookie, vanilla with caramel, coconut, and chocolate coating",646,"Fatty acids, total polyunsaturated",3.7
28290,"Cookie, with peanut butter filling, chocolate-coated",204,Total Fat,35.3
28290,"Cookie, with peanut butter filling, chocolate-coated",601,Cholesterol,0
28290,"Cookie, with peanut butter filling, chocolate-coated",606,"Fatty acids, total saturated",19.2
28290,"Cookie, with peanut butter filling, chocolate-coated",645,"Fatty acids, total monounsaturated",8.4
28290,"Cookie, with peanut butter filling, chocolate-coated",646,"Fatty acids, total polyunsaturated",6.3
28291,"Cookies, animal, with frosting or icing",204,Total Fat,24.1
28291,"Cookies, animal, with frosting or icing",601,Cholesterol,0
28291,"Cookies, animal, with frosting or icing",606,"Fatty acids, total saturated",16.2
28291,"Cookies, animal, with frosting or icing",645,"Fatty acids, total monounsaturated",2.4
28291,"Cookies, animal, with frosting or icing",646,"Fatty acids, total polyunsaturated",4.5
28292,"Crackers, multigrain",204,Total Fat,20.4
28292,"Crackers, multigrain",601,Cholesterol,0
28292,"Crackers, multigrain",606,"Fatty acids, total saturated",3.3
28292,"Crackers, multigrain",645,"Fatty acids, total monounsaturated",5
28292,"Crackers, multigrain",646,"Fatty acids, total polyunsaturated",11.8
28293,"Cookie, butter or sugar, with chocolate icing or filling",204,Total Fat,23.5
28293,"Cookie, butter or sugar, with chocolate icing or filling",601,Cholesterol,1
28293,"Cookie, butter or sugar, with chocolate icing or filling",606,"Fatty acids, total saturated",14.8
28293,"Cookie, butter or sugar, with chocolate icing or filling",645,"Fatty acids, total monounsaturated",2.7
28293,"Cookie, butter or sugar, with chocolate icing or filling",646,"Fatty acids, total polyunsaturated",5.1
28294,"Cookie, chocolate, with icing or coating",204,Total Fat,24.2
28294,"Cookie, chocolate, with icing or coating",601,Cholesterol,0
28294,"Cookie, chocolate, with icing or coating",606,"Fatty acids, total saturated",16.5
28294,"Cookie, chocolate, with icing or coating",645,"Fatty acids, total monounsaturated",2.6
28294,"Cookie, chocolate, with icing or coating",646,"Fatty acids, total polyunsaturated",3.6
28295,"Tortillas, ready-to-bake or -fry, whole wheat",204,Total Fat,9.76
28295,"Tortillas, ready-to-bake or -fry, whole wheat",601,Cholesterol,0
28295,"Tortillas, ready-to-bake or -fry, whole wheat",606,"Fatty acids, total saturated",4.878
28295,"Tortillas, ready-to-bake or -fry, whole wheat",645,"Fatty acids, total monounsaturated",3.062
28295,"Tortillas, ready-to-bake or -fry, whole wheat",646,"Fatty acids, total polyunsaturated",0.992
28298,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",204,Total Fat,9.68
28298,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",601,Cholesterol,0
28298,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",606,"Fatty acids, total saturated",2.766
28298,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",645,"Fatty acids, total monounsaturated",3.432
28298,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",646,"Fatty acids, total polyunsaturated",2.581
28299,"Cookies, chocolate sandwich, with creme filling, reduced fat",204,Total Fat,13.24
28299,"Cookies, chocolate sandwich, with creme filling, reduced fat",601,Cholesterol,0
28299,"Cookies, chocolate sandwich, with creme filling, reduced fat",606,"Fatty acids, total saturated",2.941
28299,"Cookies, chocolate sandwich, with creme filling, reduced fat",645,"Fatty acids, total monounsaturated",4.66
28299,"Cookies, chocolate sandwich, with creme filling, reduced fat",646,"Fatty acids, total polyunsaturated",3.425
28300,"Cookies, oatmeal sandwich, with creme filling",204,Total Fat,18.29
28300,"Cookies, oatmeal sandwich, with creme filling",601,Cholesterol,0
28300,"Cookies, oatmeal sandwich, with creme filling",606,"Fatty acids, total saturated",5.226
28300,"Cookies, oatmeal sandwich, with creme filling",645,"Fatty acids, total monounsaturated",4.53
28300,"Cookies, oatmeal sandwich, with creme filling",646,"Fatty acids, total polyunsaturated",7.434
28301,"Cookies, peanut butter, commercially prepared, sugar free",204,Total Fat,31.03
28301,"Cookies, peanut butter, commercially prepared, sugar free",601,Cholesterol,17
28301,"Cookies, peanut butter, commercially prepared, sugar free",606,"Fatty acids, total saturated",8.621
28301,"Cookies, peanut butter, commercially prepared, sugar free",645,"Fatty acids, total monounsaturated",7.735
28301,"Cookies, peanut butter, commercially prepared, sugar free",646,"Fatty acids, total polyunsaturated",11.486
28302,"Cookies, graham crackers, plain or honey, lowfat",204,Total Fat,5.71
28302,"Cookies, graham crackers, plain or honey, lowfat",601,Cholesterol,0
28302,"Cookies, graham crackers, plain or honey, lowfat",606,"Fatty acids, total saturated",0
28302,"Cookies, graham crackers, plain or honey, lowfat",645,"Fatty acids, total monounsaturated",1.718
28302,"Cookies, graham crackers, plain or honey, lowfat",646,"Fatty acids, total polyunsaturated",3.367
28303,"Crackers, cheese, whole grain",204,Total Fat,16.03
28303,"Crackers, cheese, whole grain",601,Cholesterol,16
28303,"Crackers, cheese, whole grain",606,"Fatty acids, total saturated",3.206
28303,"Crackers, cheese, whole grain",645,"Fatty acids, total monounsaturated",8.015
28303,"Crackers, cheese, whole grain",646,"Fatty acids, total polyunsaturated",3.206
28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",204,Total Fat,3.57
28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",601,Cholesterol,0
28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",606,"Fatty acids, total saturated",0.714
28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",645,"Fatty acids, total monounsaturated",0.714
28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",646,"Fatty acids, total polyunsaturated",1.429
28309,"Cookies, coconut macaroon",204,Total Fat,22.55
28309,"Cookies, coconut macaroon",601,Cholesterol,0
28309,"Cookies, coconut macaroon",606,"Fatty acids, total saturated",20.099
28309,"Cookies, coconut macaroon",645,"Fatty acids, total monounsaturated",1.61
28309,"Cookies, coconut macaroon",646,"Fatty acids, total polyunsaturated",0.81
28310,"Cookies, shortbread, reduced fat",204,Total Fat,14
28310,"Cookies, shortbread, reduced fat",601,Cholesterol,0
28310,"Cookies, shortbread, reduced fat",606,"Fatty acids, total saturated",4.694
28310,"Cookies, shortbread, reduced fat",645,"Fatty acids, total monounsaturated",3.13
28310,"Cookies, shortbread, reduced fat",646,"Fatty acids, total polyunsaturated",6.057
28311,"Cookies, sugar wafer, chocolate-covered",204,Total Fat,27.59
28311,"Cookies, sugar wafer, chocolate-covered",601,Cholesterol,0
28311,"Cookies, sugar wafer, chocolate-covered",606,"Fatty acids, total saturated",17.241
28311,"Cookies, sugar wafer, chocolate-covered",645,"Fatty acids, total monounsaturated",4.866
28311,"Cookies, sugar wafer, chocolate-covered",646,"Fatty acids, total polyunsaturated",4.176
28312,"Rolls, hamburger or hot dog, wheat/cracked wheat",204,Total Fat,3.61
28312,"Rolls, hamburger or hot dog, wheat/cracked wheat",601,Cholesterol,0
28312,"Rolls, hamburger or hot dog, wheat/cracked wheat",606,"Fatty acids, total saturated",0.746
28312,"Rolls, hamburger or hot dog, wheat/cracked wheat",645,"Fatty acids, total monounsaturated",0.713
28312,"Rolls, hamburger or hot dog, wheat/cracked wheat",646,"Fatty acids, total polyunsaturated",1.796
28313,"Rolls, hamburger or hot dog, whole wheat",204,Total Fat,4.38
28313,"Rolls, hamburger or hot dog, whole wheat",601,Cholesterol,0
28313,"Rolls, hamburger or hot dog, whole wheat",606,"Fatty acids, total saturated",0.921
28313,"Rolls, hamburger or hot dog, whole wheat",645,"Fatty acids, total monounsaturated",0.717
